7222,Springfield,Springfield,Greene,MO
30258,Arlington,Washington,Arlington,VA
12065,Irving,Dallas-Fort Worth,Dallas,TX
4888,Gilbert,Phoenix,Maricopa,AZ
54346,Scottsdale,Phoenix,Maricopa,AZ
13550,Rochester,Rochester,Monroe,NY
41760,Winston-Salem,Winston-Salem,Forsyth,NC
52650,Irvine,Los Angeles,Orange,CA
6752,Richmond,Richmond,Richmond City,VA
10477,Boca Raton,Miami-Fort Lauderdale,Palm Beach,FL
13150,Oxnard,Ventura,Ventura,CA
44282,Bradenton,Sarasota,Manatee,FL
32931,Montgomery,Montgomery,Montgomery,AL
26967,Santa Rosa,Santa Rosa,Sonoma,CA
17759,Des Moines,Des Moines,Polk,IA
13478,Reno,Reno,Washoe,NV
20604,Spokane,Spokane,Spokane,WA
10210,Augusta,Augusta,Richmond,GA
27362,Tacoma,Seattle,Pierce,WA
11671,Grand Rapids,Grand Rapids,Kent,MI
6285,Oceanside,San Diego,San Diego,CA
24821,Gainesville,Gainesville,Alachua,FL
14701,Woodbridge,Washington,Prince William,VA
53673,Ocala,Ocala,Marion,FL
45457,Glendale,Los Angeles,Los Angeles,CA
3737,Boise,Boise City,Ada,ID
24960,Greenville,Greenville,Greenville,SC
10417,Birmingham,Birmingham,Jefferson,AL
6909,Salt Lake City,Salt Lake City,Salt Lake,UT
25218,Huntington Beach,Los Angeles,Orange,CA
30141,Akron,Akron,Summit,OH
47426,Rockford,Rockford,Winnebago,IL
54288,Salinas,Salinas,Monterey,CA
14724,Worcester,Worcester,Worcester,MA
25981,Moreno Valley,Riverside,Riverside,CA
52998,Little Rock,Little Rock,Pulaski,AR
33501,Port Saint Lucie,Port St. Lucie,Saint Lucie,FL
51167,Brownsville,Brownsville,Cameron,TX
26637,Providence,Providence,Providence,RI
16753,Amarillo,Amarillo,Potter,TX
5534,Lancaster,Los Angeles,Los Angeles,CA
4764,Fort Collins,Fort Collins,Larimer,CO
40897,Shreveport,Shreveport,Caddo,LA
31471,Evansville,Evansville,Vanderburgh,IN
34937,Yonkers,New York,Westchester,NY
18518,Hayward,San Francisco,Alameda,CA
37837,Chattanooga,Chattanooga,Hamilton,TN
17539,Columbus,Columbus,Muscogee,GA
10215,Aurora,Chicago,Kane,IL
13108,Ontario,Riverside,San Bernardino,CA
32179,Jackson,Jackson,Hinds,MS
31821,Grand Prairie,Dallas-Fort Worth,Dallas,TX
40492,Rancho Cucamonga,Riverside,San Bernardino,CA
40202,Overland Park,Kansas City,Johnson,KS
26140,Newport News,Virginia Beach,Newport News City,VA
24832,Garden Grove,Los Angeles,Orange,CA
5424,Killeen,Killeen,Bell,TX
6792,Roanoke,Roanoke,Roanoke City,VA
7087,Sioux Falls,Sioux Falls,Minnehaha,SD
47958,Tempe,Phoenix,Maricopa,AZ
48215,Vancouver,Portland,Clark,WA
12014,Huntsville,Huntsville,Madison,AL
38333,El Cajon,San Diego,San Diego,CA
40227,Palmdale,Los Angeles,Los Angeles,CA
41256,Topeka,Topeka,Shawnee,KS
17950,Elk Grove,Sacramento,Sacramento,CA
47250,Pueblo,Pueblo,Pueblo,CO
11529,Fredericksburg,Washington,Spotsylvania,VA
30742,Cape Coral,Fort Myers,Lee,FL
7221,Springfield,Springfield,Hampden,MA
19523,Murfreesboro,Nashville,Rutherford,TN
10843,Clarksville,Clarksville,Montgomery,TN
39931,Naperville,Chicago,Du Page,IL
40298,Peoria,Phoenix,Maricopa,AZ
4655,Fairfax,Washington,Fairfax,VA
54311,Santa Clarita,Los Angeles,Los Angeles,CA
20008,Pomona,Los Angeles,Los Angeles,CA
39312,Lafayette,Lafayette,Lafayette,LA
39191,Kansas City,Kansas City,Wyandotte,KS
30559,Boynton Beach,Miami-Fort Lauderdale,Palm Beach,FL
7353,Syracuse,Syracuse,Onondaga,NY
20317,Salem,Salem,Marion,OR
32060,Hollywood,Miami-Fort Lauderdale,Broward,FL
19873,Paterson,New York,Passaic,NJ
5519,Lakewood,Denver,Jefferson,CO
10071,Alexandria,Washington,Alexandria City,VA
31184,Dayton,Dayton,Montgomery,OH
28065,Yuma,Yuma,Yuma,AZ
54626,Sunnyvale,San Jose,Santa Clara,CA
21114,Visalia,Visalia,Tulare,CA
25514,Las Cruces,Las Cruces,Dona Ana,NM
4054,Charleston,Charleston,Charleston,SC
35282,Beaumont,Beaumont,Jefferson,TX
19865,Pasadena,Houston,Harris,TX
3806,Bridgeport,Stamford,Fairfield,CT
38438,Eugene,Eugene,Lane,OR
11337,Escondido,San Diego,San Diego,CA
6183,Newark,Philadelphia,New Castle,DE
41114,Sugar Land,Houston,Fort Bend,TX
26857,Round Rock,Austin,Williamson,TX
5052,Hampton,Virginia Beach,Hampton City,VA
47019,Pasadena,Los Angeles,Los Angeles,CA
54722,Torrance,Los Angeles,Los Angeles,CA
4174,Columbia,Columbia,Richland,SC
41324,Tyler,Tyler,Smith,TX
12694,Mesquite,Dallas-Fort Worth,Dallas,TX
24812,Fullerton,Los Angeles,Orange,CA
21159,Warren,Detroit,Macomb,MI
32783,McKinney,Dallas-Fort Worth,Collin,TX
48443,West Valley City,Salt Lake City,Salt Lake,UT
13480,Renton,Seattle,King,WA
51260,Canton,Canton,Stark,OH
5914,Metairie,New Orleans,Jefferson,LA
47570,Santa Maria,Santa Maria-Santa Barbara,Santa Barbara,CA
4521,Edinburg,McAllen,Hidalgo,TX
45888,Inglewood,Los Angeles,Los Angeles,CA
33252,Orange,Los Angeles,Orange,CA
6155,New Haven,New Haven,New Haven,CT
44821,Cumming,Atlanta,Forsyth,GA
398007,Flint,Flint,Genesee,MI
23394,Abilene,Abilene,Taylor,TX
24174,Compton,Los Angeles,Los Angeles,CA
25818,McAllen,McAllen,Hidalgo,TX
3619,Bellevue,Seattle,King,WA
54263,Saginaw,Saginaw,Saginaw,MI
17070,Bloomington,Bloomington,Monroe,IN
33230,Olathe,Kansas City,Johnson,KS
39815,Miramar,Miami-Fort Lauderdale,Broward,FL
8814,Queen Creek,Phoenix,Maricopa,AZ
17571,Coral Springs,Miami-Fort Lauderdale,Broward,FL
17882,East Los Angeles,Los Angeles,Los Angeles,CA
11786,Hamilton,Cincinnati,Butler,OH
5071,Hartford,Hartford,Hartford,CT
27239,Stamford,Stamford,Fairfield,CT
47584,Savannah,Savannah,Chatham,GA
27110,Simi Valley,Ventura,Ventura,CA
51518,Concord,San Francisco,Contra Costa,CA
47847,Sterling Heights,Detroit,Macomb,MI
31388,Elizabeth,New York,Union,NJ
18208,Frisco,Dallas-Fort Worth,Collin,TX
32238,Joliet,Chicago,Will,IL
17321,Carrollton,Dallas-Fort Worth,Denton,TX
37427,Billings,Billings,Yellowstone,MT
16726,Allentown,Allentown,Lehigh,PA
30211,Amherst,Buffalo,Erie,NY
40760,Santa Fe,Santa Fe,Santa Fe,NM
34520,Vallejo,Vallejo,Solano,CA
12038,Independence,Kansas City,Jackson,MO
13713,Santa Clara,San Jose,Santa Clara,CA
51297,Cary,Raleigh,Wake,NC
38119,Cypress,Houston,Harris,TX
44734,Conroe,Houston,Montgomery,TX
7330,Surprise,Phoenix,Maricopa,AZ
16992,Berkeley,San Francisco,Alameda,CA
11865,Hemet,Riverside,Riverside,CA
33136,Norman,Oklahoma City,Cleveland,OK
4679,Falls Church,Washington,Fairfax,VA
4351,Denton,Dallas-Fort Worth,Denton,TX
4406,Downey,Los Angeles,Los Angeles,CA
48293,Waco,Waco,McLennan,TX
20793,Thornton,Denver,Adams,CO
4810,Frederick,Washington,Frederick,MD
34781,Westminster,Denver,Adams,CO
398300,Lansing,Lansing,Ingham,MI
27683,Victorville,Riverside,San Bernardino,CA
34671,Waterbury,New Haven,New Haven,CT
6172,New Port Richey,Tampa,Pasco,FL
7386,Temecula,Riverside,Riverside,CA
39767,Miami Gardens,Miami-Fort Lauderdale,Miami-Dade,FL
38032,Costa Mesa,Los Angeles,Orange,CA
23534,Athens,Athens,Clarke,GA
5772,Manchester,Manchester,Hillsborough,NH
41517,Vista,San Diego,San Diego,CA
26791,Rochester,Rochester,Olmsted,MN
7453,Tracy,Stockton,San Joaquin,CA
34543,Ventura,Ventura,Ventura,CA
6103,Murrieta,Riverside,Riverside,CA
19903,Peoria,Peoria,Peoria,IL
37863,Chico,Chico,Butte,CA
8097,Ann Arbor,Ann Arbor,Washtenaw,MI
25659,Lowell,Boston,Middlesex,MA
24822,Gainesville,Gainesville,Hall,GA
44655,Clovis,Fresno,Fresno,CA
3934,Cambridge,Boston,Middlesex,MA
13943,Sparks,Reno,Washoe,NV
13594,Roseville,Sacramento,Placer,CA
53636,Norwalk,Los Angeles,Los Angeles,CA
47322,Redding,Redding,Shasta,CA
51861,El Monte,Los Angeles,Los Angeles,CA
37965,College Station,College Station,Brazos,TX
396054,Burbank,Los Angeles,Los Angeles,CA
41641,West Jordan,Salt Lake City,Salt Lake,UT
33024,Nampa,Boise City,Canyon,ID
4626,Everett,Seattle,Snohomish,WA
37596,Broken Arrow,Tulsa,Tulsa,OK
20071,Provo,Provo,Utah,UT
7191,Spartanburg,Spartanburg,Spartanburg,SC
50962,Bend,Bend,Deschutes,OR
53787,Palm Bay,Melbourne,Brevard,FL
14208,Tuscaloosa,Tuscaloosa,Tuscaloosa,AL
51447,Clearwater,Tampa,Pinellas,FL
27228,Springfield,Washington,Fairfax,VA
21320,Wilmington,Wilmington,New Hanover,NC
26575,Pompano Beach,Miami-Fort Lauderdale,Broward,FL
4301,Davenport,Davenport,Scott,IA
45732,Hesperia,Riverside,San Bernardino,CA
31819,Grand Junction,Grand Junction,Mesa,CO
13554,Rock Hill,Charlotte,York,SC
41084,Stone Mountain,Atlanta,Dekalb,GA
18073,Fargo,Fargo,Cass,ND
11267,Edison,New York,Middlesex,NJ
14542,West Covina,Los Angeles,Los Angeles,CA
3975,Carlsbad,San Diego,San Diego,CA
41446,Vacaville,Vallejo,Solano,CA
17133,Bowling Green,Bowling Green,Warren,KY
39420,Lewisville,Dallas-Fort Worth,Denton,TX
30381,Beaverton,Portland,Washington,OR
26900,Saint Augustine,Jacksonville,Saint Johns,FL
7858,West Palm Beach,Miami-Fort Lauderdale,Palm Beach,FL
10918,Columbia,Columbia,Boone,MO
11335,Erie,Erie,Erie,PA
44506,Cedar Rapids,Cedar Rapids,Linn,IA
39134,Jacksonville,Jacksonville,Onslow,NC
53588,Norcross,Atlanta,Gwinnett,GA
27942,Wichita Falls,Wichita Falls,Wichita,TX
45548,Green Bay,Green Bay,Brown,WI
18053,Fairfield,Vallejo,Solano,CA
32629,Madera,Madera,Madera,CA
13699,San Mateo,San Francisco,San Mateo,CA
25855,Merced,Merced,Merced,CA
31163,Daly City,San Francisco,San Mateo,CA
13256,Perris,Riverside,Riverside,CA
32542,Livonia,Detroit,Wayne,MI
13698,San Leandro,San Francisco,Alameda,CA
24336,Dearborn,Detroit,Wayne,MI
47762,South Gate,Los Angeles,Los Angeles,CA
13709,Sandy Springs,Atlanta,Fulton,GA
399214,Town of Greece,Rochester,Monroe,NY
37074,Albany,Albany,Albany,NY
54121,Richardson,Dallas-Fort Worth,Dallas,TX
53978,Portsmouth,Virginia Beach,Portsmouth City,VA
12438,Longview,Longview,Gregg,TX
35593,Laurel,Washington,Prince Georges,MD
6334,Orange Park,Jacksonville,Clay,FL
7680,Vero Beach,Vero Beach,Indian River,FL
27219,Spring Hill,Tampa,Hernando,FL
51757,Duluth,Atlanta,Gwinnett,GA
11049,Davie,Miami-Fort Lauderdale,Broward,FL
41629,West Chester,Philadelphia,Chester,PA
10917,Columbia,Baltimore,Howard,MD
40013,Newton,Boston,Middlesex,MA
44328,Brockton,Boston,Plymouth,MA
16701,Albany,Albany,Dougherty,GA
25483,Lakeland,Lakeland,Polk,FL
32452,Lawrence,Lawrence,Douglas,KS
5595,Lehigh Acres,Fort Myers,Lee,FL
6112,Napa,Napa,Napa,CA
12773,Mission Viejo,Los Angeles,Orange,CA
13715,Santa Cruz,Santa Cruz,Santa Cruz,CA
395471,Lakewood Township,New York,Ocean,NJ
16780,Antioch,San Francisco,Contra Costa,CA
44515,Centennial,Denver,Arapahoe,CO
6790,Riverview,Tampa,Hillsborough,FL
39220,Kenosha,Chicago,Kenosha,WI
20555,South Bend,South Bend,Saint Joseph,IN
10181,Arvada,Denver,Jefferson,CO
46183,Lawton,Lawton,Comanche,OK
16773,Annapolis,Baltimore,Anne Arundel,MD
37933,Clinton Township,Detroit,Macomb,MI
33645,Rialto,Riverside,San Bernardino,CA
45878,Indio,Riverside,Riverside,CA
38992,Highlands Ranch,Denver,Douglas,CO
33058,New Bedford,Providence,Bristol,MA
45255,Federal Way,Seattle,King,WA
11914,Hillsboro,Portland,Washington,OR
6932,Sandy,Salt Lake City,Salt Lake,UT
4042,Champaign,Champaign-Urbana,Champaign,IL
397569,Bethlehem Township,Allentown,Northampton,PA
11695,Greeley,Greeley,Weld,CO
10700,Canton,Detroit,Wayne,MI
17943,Elgin,Chicago,Kane,IL
46508,Meridian,Boise City,Ada,ID
26964,Santa Monica,Los Angeles,Los Angeles,CA
52747,Kennewick,Kennewick,Benton,WA
41802,Yakima,Yakima,Yakima,WA
12886,Muncie,Muncie,Delaware,IN
54902,Valdosta,Valdosta,Lowndes,GA
33450,Plantation,Miami-Fort Lauderdale,Broward,FL
39452,Lithonia,Atlanta,Dekalb,GA
397180,Kalamazoo,Kalamazoo,Kalamazoo,MI
44571,Cheyenne,Cheyenne,Laramie,WY
46348,Lynchburg,Lynchburg,Lynchburg City,VA
32777,McDonough,Atlanta,Henry,GA
20776,Terre Haute,Terre Haute,Vigo,IN
32540,Livermore,San Francisco,Alameda,CA
23862,Bryan,College Station,Brazos,TX
45127,Elkhart,Elkhart,Elkhart,IN
54294,San Angelo,San Angelo,Tom Green,TX
24339,Decatur,Decatur,Macon,IL
51758,Duluth,Duluth,Saint Louis,MN
54628,Sunrise,Miami-Fort Lauderdale,Broward,FL
26319,Orem,Provo,Utah,UT
3404,Anderson,Greenville,Anderson,SC
5924,Miami Beach,Miami-Fort Lauderdale,Miami-Dade,FL
31525,Fall River,Providence,Bristol,MA
17551,Concord,Charlotte,Cabarrus,NC
31567,Flagstaff,Flagstaff,Coconino,AZ
23444,Allen,Dallas-Fort Worth,Collin,TX
45339,Franklin,Nashville,Williamson,TN
38968,Herndon,Washington,Fairfax,VA
53311,Midlothian,Richmond,Chesterfield,VA
34311,Toms River,New York,Ocean,NJ
41279,Trenton,Trenton,Mercer,NJ
13234,Pearland,Houston,Brazoria,TX
10451,Bloomington,Minneapolis-St Paul,Hennepin,MN
33031,Nashua,Manchester,Hillsborough,NH
38328,Edmond,Oklahoma City,Oklahoma,OK
17386,Chapel Hill,Durham,Orange,NC
41715,Williamsburg,Virginia Beach,James City,VA
6696,Reading,Reading,Berks,PA
44597,Cicero,Chicago,Cook,IL
397329,Holland,Grand Rapids,Ottawa,MI
7883,Westland,Detroit,Wayne,MI
54428,Sioux City,Sioux City,Woodbury,IA
30552,Bowie,Washington,Prince Georges,MD
32287,Kennesaw,Atlanta,Cobb,GA
30543,Boulder,Boulder,Boulder,CO
24120,Clifton,New York,Passaic,NJ
26222,Norwalk,Stamford,Fairfield,CT
51414,Citrus Heights,Sacramento,Sacramento,CA
10608,Buena Park,Los Angeles,Orange,CA
398360,Town of Poughkeepsie,New York,Dutchess,NY
45401,Gary,Chicago,Lake,IN
50741,Apopka,Orlando,Orange,FL
7476,Troy,Detroit,Oakland,MI
31732,Germantown,Washington,Montgomery,MD
26751,Richmond,San Francisco,Contra Costa,CA
42150,Hawthorne,Los Angeles,Los Angeles,CA
737787,San Tan Valley,Phoenix,Pinal,AZ
52696,Johnson City,Johnson City,Washington,TN
44583,Chino,Riverside,San Bernardino,CA
53812,Parma,Cleveland,Cuyahoga,OH
31892,Gulfport,Gulfport,Harrison,MS
41109,Suffolk,Virginia Beach,Suffolk City,VA
53100,Macomb Township,Detroit,Macomb,MI
17453,Spokane Valley,Spokane,Spokane,WA
32489,Lexington,Columbia,Lexington,SC
45243,Farmington Hills,Detroit,Oakland,MI
46863,Ogden,Ogden,Weber,UT
50677,Alhambra,Los Angeles,Los Angeles,CA
32471,Leesburg,Washington,Loudoun,VA
5399,Kent,Seattle,King,WA
16425,Acworth,Atlanta,Cobb,GA
46325,Loveland,Fort Collins,Larimer,CO
41059,Sterling,Washington,Loudoun,VA
44641,Cleveland,Cleveland,Bradley,TN
11140,Douglasville,Atlanta,Douglas,GA
20128,Redwood City,San Francisco,San Mateo,CA
6665,Quincy,Boston,Norfolk,MA
31166,Danbury,Stamford,Fairfield,CT
396020,Arden-Arcade,Sacramento,Sacramento,CA
33334,Parker,Denver,Douglas,CO
25066,Hattiesburg,Hattiesburg,Forrest,MS
54897,Utica,Detroit,Macomb,MI
45449,Glen Burnie,Baltimore,Anne Arundel,MD
39398,Lees Summit,Kansas City,Jackson,MO
38130,Dalton,Dalton,Whitfield,GA
48573,Woodstock,Atlanta,Cherokee,GA
16818,Ashburn,Washington,Loudoun,VA
39133,Jackson,Jackson,Madison,TN
7784,Watsonville,Santa Cruz,Santa Cruz,CA
40574,Rio Rancho,Albuquerque,Sandoval,NM
33287,Owensboro,Owensboro,Daviess,KY
54219,Roswell,Atlanta,Fulton,GA
12292,Lakewood,Los Angeles,Los Angeles,CA
32563,Longmont,Boulder,Boulder,CO
53569,Newnan,Atlanta,Coweta,GA
5891,Medford,Medford,Jackson,OR
38583,Fort Smith,Fort Smith,Sebastian,AR
31093,Cranston,Providence,Providence,RI
10676,Camden,Philadelphia,Camden,NJ
19307,Melbourne,Melbourne,Brevard,FL
25193,Houma,Houma,Terrebonne,LA
27491,Tustin,Los Angeles,Orange,CA
17191,Brooklyn Park,Minneapolis-St Paul,Hennepin,MN
23742,Bloomington,Bloomington,McLean,IL
34637,Walnut Creek,San Francisco,Contra Costa,CA
51534,Conyers,Atlanta,Rockdale,GA
126423,Town 'n' Country,Tampa,Hillsborough,FL
14634,Whittier,Los Angeles,Los Angeles,CA
5972,Milton,Pensacola,Santa Rosa,FL
46179,Lawrence,Boston,Essex,MA
51835,Eau Claire,Eau Claire,Eau Claire,WI
34278,Thousand Oaks,Ventura,Ventura,CA
27512,Upland,Riverside,San Bernardino,CA
5291,Iowa City,Iowa City,Johnson,IA
53148,Manteca,Stockton,San Joaquin,CA
52333,Greenwood,Indianapolis,Johnson,IN
50764,Arlington Heights,Chicago,Cook,IL
19411,Mission,McAllen,Hidalgo,TX
41128,Sumter,Sumter,Sumter,SC
10723,Carson,Los Angeles,Los Angeles,CA
39966,New Braunfels,San Antonio,Comal,TX
17008,Bethlehem,Allentown,Northampton,PA
32999,Mountain View,San Jose,Santa Clara,CA
18025,Evanston,Chicago,Cook,IL
44116,Bellflower,Los Angeles,Los Angeles,CA
13325,Plant City,Tampa,Hillsborough,FL
34780,Westminster,Los Angeles,Orange,CA
27768,Warner Robins,Warner Robins,Houston,GA
38047,Covington,Atlanta,Newton,GA
24245,Covina,Los Angeles,Los Angeles,CA
40868,Shelby Township,Detroit,Macomb,MI
47080,Pflugerville,Austin,Travis,TX
41587,Waukegan,Chicago,Lake,IL
38004,Conway,Little Rock,Faulkner,AR
54089,Redmond,Seattle,King,WA
11896,High Point,,Guilford,NC
54458,Somerville,Boston,Middlesex,MA
19573,New Britain,Hartford,Hartford,CT
32626,Macon,Macon,Bibb,GA
37840,Cheektowaga,Buffalo,Erie,NY
46431,Maryville,Knoxville,Blount,TN
33801,Saint George,St. George,Washington,UT
40355,Pittsburg,San Francisco,Contra Costa,CA
41460,Valparaiso,Chicago,Porter,IN
12317,Largo,Tampa,Pinellas,FL
40524,Redlands,Riverside,San Bernardino,CA
6365,Oviedo,Orlando,Seminole,FL
26366,Palm Coast,Daytona Beach,Flagler,FL
40704,Saint Joseph,St. Joseph,Buchanan,MO
6218,North Charleston,Charleston,Charleston,SC
27195,Southfield,Detroit,Oakland,MI
39386,League City,Houston,Galveston,TX
24359,Deltona,Daytona Beach,Volusia,FL
54759,Turlock,Modesto,Stanislaus,CA
6443,Pawtucket,Providence,Providence,RI
54179,Rochester Hills,Detroit,Oakland,MI
40689,Saint Charles,St. Louis,Saint Charles,MO
5621,Lexington,Winston-Salem,Davidson,NC
40414,Porterville,Visalia,Tulare,CA
11462,Folsom,Sacramento,Sacramento,CA
33865,Sanford,Orlando,Seminole,FL
25372,Kendall,Miami-Fort Lauderdale,Miami-Dade,FL
7484,Tulare,Visalia,Tulare,CA
10241,Baldwin Park,Los Angeles,Los Angeles,CA
32615,Lynnwood,Seattle,Snohomish,WA
32380,Lake Forest,Los Angeles,Orange,CA
14667,Wilmington,Philadelphia,New Castle,DE
20337,San Ramon,San Francisco,Contra Costa,CA
26114,New Rochelle,New York,Westchester,NY
12012,Huntington,Huntington,Cabell,WV
51239,Camarillo,Ventura,Ventura,CA
7223,Springfield,Eugene,Lane,OR
47082,Pharr,McAllen,Hidalgo,TX
26469,Petaluma,Santa Rosa,Sonoma,CA
46089,La Mesa,San Diego,San Diego,CA
39076,Huntington Park,Los Angeles,Los Angeles,CA
40919,Simpsonville,Greenville,Greenville,SC
52390,Hammond,Chicago,Lake,IN
13167,Palm Harbor,Tampa,Pinellas,FL
54529,Stafford,Washington,Stafford,VA
397629,Town of Colonie,Albany,Albany,NY
37736,Canton,Atlanta,Cherokee,GA
12864,Mount Pleasant,Charleston,Charleston,SC
26534,Plainfield,Chicago,Will,IL
37851,Cherry Hill,Philadelphia,Camden,NJ
10528,Brandon,Tampa,Hillsborough,FL
32311,Kingsport,Kingsport,Sullivan,TN
31070,Council Bluffs,Omaha,Pottawattamie,IA
50779,Asheville,Asheville,Buncombe,NC
47164,Pleasanton,San Francisco,Alameda,CA
27136,Smyrna,Atlanta,Cobb,GA
17158,Brick,New York,Ocean,NJ
24967,Gresham,Portland,Multnomah,OR
11726,Greenville,Greenville,Pitt,NC
31635,Framingham,Boston,Middlesex,MA
52899,Lauderhill,Miami-Fort Lauderdale,Broward,FL
50742,Apple Valley,Riverside,San Bernardino,CA
12214,Kirkland,Seattle,King,WA
22730,Waipahu,Urban Honolulu,Honolulu,HI
33612,Redondo Beach,Los Angeles,Los Angeles,CA
34940,Yuba City,Yuba City,Sutter,CA
17040,Bismarck,Bismarck,Burleigh,ND
24965,Greer,Greenville,Greenville,SC
46604,Mooresville,Charlotte,Iredell,NC
10727,Casa Grande,Phoenix,Pinal,AZ
20323,Salisbury,Charlotte,Rowan,NC
4032,Centreville,Washington,Fairfax,VA
40737,San Marcos,San Diego,San Diego,CA
13213,Pasco,Kennewick,Franklin,WA
13576,Rome,Rome,Floyd,GA
14478,Warwick,Providence,Kent,RI
37560,Bremerton,Bremerton,Kitsap,WA
41025,Spring Valley,San Diego,San Diego,CA
52308,Great Falls,Great Falls,Cascade,MT
13059,O Fallon,St. Louis,Saint Charles,MO
41574,Waterford,Detroit,Oakland,MI
